Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-08-15 15:54:28.05,2016-08-15 17:54:28.05,119.739039003849,54.269985,16.424114,5,37.7555942334746,4,1320.483794976591,15.06999969482422,19.64999961853027,48.1640625,258.6485900878906,254.0160522460938,89,-55.42686143422544
2016-08-15 15:54:29.05,2016-08-15 17:54:29.05,120.7450209856033,54.270084,16.424279,5,36.48887342346401,4,1335.859407008377,14.85000038146973,19.64999961853027,49.5703125,258.6485900878906,254.0160522460938,89,-50.7000799604993
2016-08-15 15:54:30.05,2016-08-15 17:54:30.05,121.7389190196991,54.270168,16.424453,5,37.16004091644123,4,1350.562322238627,14.84000015258789,19.64999961853027,50.9765625,258.6485900878906,254.0160522460938,89,-48.06358506118875
2016-08-15 15:54:31.05,2016-08-15 17:54:31.05,122.7463650107384,54.270248,16.424619,5,37.40058287444346,4,1364.539585226729,14.32999992370605,19.64999961853027,50.9765625,258.6485900878906,254.0160522460938,89,-45.57457913053077
2016-08-15 15:54:32.05,2016-08-15 17:54:32.05,123.7457299828529,54.270319,16.424788,5,37.52227177466651,4,1378.106926055958,14.02999973297119,19.64999961853027,51.328125,258.6485900878906,254.0160522460938,89,-43.37630322183523
2016-08-15 15:54:33.05,2016-08-15 17:54:33.05,124.7451019883156,54.270397,16.424952,5,38.2888214115724,4,1391.885015067121,14.26000022888184,19.64999961853027,48.515625,258.6485900878906,254.0160522460938,89,-42.68084368796607
2016-08-15 15:54:34.04,2016-08-15 17:54:34.04,125.732389986515,54.270489,16.425114,5,38.10264699977616,4,1406.555640828045,14.26000022888184,19.64999961853027,44.6484375,258.6485900878906,254.0160522460938,89,-42.94753023676068
2016-08-15 15:54:35.05,2016-08-15 17:54:35.05,126.7439810037613,54.270579,16.425268,5,38.10264699977616,4,1420.671805314869,13.64000034332275,19.64999961853027,42.5390625,258.6485900878906,254.0160522460938,89,-43.65855749548481
2016-08-15 15:54:36.05,2016-08-15 17:54:36.05,127.7455149888992,54.270675,16.425405,5,37.84220208381169,4,1434.585590901247,13.27999973297119,19.64999961853027,41.1328125,258.6485900878906,254.0160522460938,89,-44.86622878929762
2016-08-15 15:54:37.05,2016-08-15 17:54:37.05,128.7466970086098,54.270772,16.425540,5,38.62173905178149,4,1448.528884077099,13.80000019073486,19.64999961853027,38.671875,258.6485900878906,254.0160522460938,89,-46.25775519896696
2016-08-15 15:54:38.06,2016-08-15 17:54:38.06,129.7578229904175,54.270875,16.425665,5,39.48097354946282,4,1462.561615171898,14.5600004196167,19.64999961853027,35.5078125,258.6485900878906,254.0160522460938,89,-48.58443465064416
2016-08-15 15:54:38.53,2016-08-15 17:54:38.53,129.7578229904175,54.270875,16.425665,5,39.48097354946282,4,1462.561615171898,14.5600004196167,14.21916078291097,35.5078125,258.6485900878906,254.0160522460938,89,-48.58443465064416
2016-08-15 15:54:39.07,2016-08-15 17:54:39.07,130.7592849731445,54.270977,16.425781,5,38.98486582622472,4,1476.200008806677,14.22000026702881,14.21916078291097,34.1015625,258.6485900878906,254.0160522460938,89,-51.81230995989263
2016-08-15 15:54:40.06,2016-08-15 17:54:40.06,131.7497010231018,54.271083,16.425894,5,39.1029519870258,4,1490.083573488347,13.55000019073486,14.21916078291097,29.8828125,258.6485900878906,254.0160522460938,89,-53.49879437476501
2016-08-15 15:54:41.08,2016-08-15 17:54:41.08,132.7759000062943,54.271184,16.425996,5,39.60088744878226,4,1503.207582739647,12.6899995803833,14.21916078291097,29.8828125,258.6485900878906,254.0160522460938,89,-55.66847694469103
2016-08-15 15:54:42.18,2016-08-15 17:54:42.18,133.8730400204659,54.271290,16.426081,5,39.87097923978604,4,1516.204332571545,12.89999961853027,14.21916078291097,27.7734375,258.6485900878906,254.0160522460938,89,-58.19183454706991
2016-08-15 15:54:43.05,2016-08-15 17:54:43.05,134.7409759759903,54.271400,16.426177,5,39.95589332286616,4,1529.924936665929,14.84000015258789,14.21916078291097,26.3671875,258.6485900878906,254.0160522460938,89,-59.87061021101088
2016-08-15 15:54:44.04,2016-08-15 17:54:44.04,135.7354980111122,54.271535,16.426295,5,40.15426916773033,4,1546.755629081189,16.63999938964844,14.21916078291097,24.609375,258.6485900878906,254.0160522460938,89,-62.17822653881942
